,Donor_Id,P_year,Frequency
0,b'0021751',78,10.0
0,b'0021754',2,2.0
0,b'0021756',155,10.0
0,b'0021759',146,10.0
0,b'0021760',123,8.0
0,b'0021763',89,9.0
0,b'0021766',30,2.0
0,b'0021767',4,4.0
0,b'0021770',159,11.0
0,b'0021771',156,10.0
0,b'0021773',153,10.0
0,b'0021775',157,10.0
0,b'0021781',11,6.0
0,b'0021783',158,11.0
0,b'0021787',157,10.0
0,b'0021789',21,4.0
0,b'0021796',156,10.0
0,b'0021808',155,11.0
0,b'0021825',116,11.0
0,b'0021834',145,10.0
0,b'0021848',156,10.0
0,b'0021850',21,2.0
0,b'0021854',277,20.0
0,b'0021855',158,11.0
0,b'0021860',21,7.0
0,b'0021862',11,6.0
0,b'0021863',12,2.0
0,b'0021864',106,11.0
0,b'0021865',156,10.0
0,b'0021866',3,3.0
0,b'0021871',4,2.0
0,b'0021876',10,3.0
0,b'0021889',60,4.0
0,b'0021891',60,10.0
0,b'0021909',24,8.0
0,b'0021921',1,1.0
0,b'0021923',150,12.0
0,b'0021924',53,9.0
0,b'0021926',1,1.0
0,b'0021927',7,2.0
0,b'0021936',34,2.0
0,b'0021939',2,2.0
0,b'0021945',50,8.0
0,b'0021954',27,2.0
0,b'0021958',46,9.0
0,b'0021959',2,1.0
0,b'0021972',43,9.0
0,b'0021978',155,10.0
0,b'0021979',61,9.0
0,b'0021984',158,11.0
0,b'0021992',10,5.0
0,b'0021993',61,4.0
0,b'0022001',71,5.0
0,b'0022003',155,10.0
0,b'0022005',22,3.0
0,b'0022006',12,1.0
0,b'0022010',154,10.0
0,b'0022034',157,10.0
0,b'0022037',156,10.0
0,b'0022038',155,10.0
0,b'0022040',57,4.0
0,b'0022047',30,8.0
0,b'0022060',27,3.0
0,b'0022065',157,10.0
0,b'0022068',5,2.0
0,b'0022072',1,1.0
0,b'0022073',17,4.0
0,b'0022081',2,1.0
0,b'0022083',32,8.0
0,b'0022086',15,1.0
0,b'0022091',49,8.0
0,b'0022097',201,18.0
0,b'0022103',2,2.0
0,b'0022110',46,4.0
0,b'0022121',155,10.0
0,b'0022122',142,11.0
0,b'0022123',57,4.0
0,b'0022127',312,21.0
0,b'0022129',1,1.0
0,b'0022130',37,3.0
0,b'0022133',157,10.0
0,b'0022138',11,6.0
0,b'0022151',157,10.0
0,b'0022152',21,2.0
0,b'0022158',156,10.0
0,b'0022159',78,10.0
0,b'0022162',71,5.0
0,b'0022164',122,10.0
0,b'0022170',58,4.0
0,b'0022175',8,4.0
0,b'0022181',64,11.0
0,b'0022182',155,11.0
0,b'0022184',1,1.0
0,b'0022185',91,6.0
0,b'0022186',154,10.0
0,b'0022188',64,11.0
0,b'0022197',156,10.0
0,b'0022199',53,4.0
0,b'0022200',49,8.0
0,b'0022201',158,11.0
0,b'0022205',156,10.0
0,b'0022213',155,10.0
0,b'0022214',21,2.0
0,b'0022217',1,1.0
0,b'0022222',32,4.0
0,b'0022224',1,1.0
0,b'0022227',38,3.0
0,b'0022232',60,8.0
0,b'0022242',1,1.0
0,b'0022252',1,1.0
0,b'0022263',76,5.0
0,b'0022265',99,7.0
0,b'0022266',61,4.0
0,b'0022267',156,10.0
0,b'0022273',22,2.0
0,b'0022276',156,10.0
0,b'0022277',155,11.0
0,b'0022287',39,3.0
0,b'0022297',156,10.0
0,b'0022298',155,10.0
0,b'0022302',11,6.0
0,b'0022311',3,3.0
0,b'0022314',156,11.0
0,b'0022316',192,13.0
0,b'0022318',153,12.0
0,b'0022321',154,10.0
0,b'0022326',157,10.0
0,b'0022331',57,14.0
0,b'0022333',155,10.0
0,b'0022342',162,11.0
0,b'0022358',156,10.0
0,b'0022359',157,10.0
0,b'0022360',142,9.0
0,b'0022369',35,2.0
0,b'0022382',159,11.0
0,b'0022384',156,10.0
0,b'0022390',103,10.0
0,b'0022391',224,20.0
0,b'0022394',3,3.0
0,b'0022399',1,1.0
0,b'0022411',55,9.0
0,b'0022415',24,2.0
0,b'0022423',84,6.0
0,b'0022425',156,12.0
0,b'0022427',158,11.0
0,b'0022428',159,11.0
0,b'0022429',3,3.0
0,b'0022435',158,11.0
0,b'0022438',19,6.0
0,b'0022441',59,4.0
0,b'0022442',159,11.0
0,b'0022445',155,10.0
0,b'0022453',105,10.0
0,b'0022459',22,7.0
0,b'0022466',22,7.0
0,b'0022467',14,5.0
0,b'0022469',34,11.0
0,b'0022488',1,1.0
0,b'0022489',156,10.0
0,b'0022490',121,9.0
0,b'0022491',167,11.0
0,b'0022492',300,20.0
0,b'0022493',151,10.0
0,b'0022498',57,4.0
0,b'0022504',146,10.0
0,b'0022505',155,10.0
0,b'0022517',113,8.0
0,b'0022519',154,10.0
0,b'0022526',121,11.0
0,b'0022527',156,10.0
0,b'0022531',156,10.0
0,b'0022534',34,2.0
0,b'0022535',142,13.0
0,b'0022538',29,4.0
0,b'0022541',31,8.0
0,b'0022545',144,10.0
0,b'0022547',61,4.0
0,b'0022548',123,10.0
0,b'0022551',12,2.0
0,b'0022552',157,10.0
0,b'0022553',1,1.0
0,b'0022565',24,2.0
0,b'0022566',156,10.0
0,b'0022568',156,10.0
0,b'0022570',23,8.0
0,b'0022572',158,11.0
0,b'0022575',155,10.0
0,b'0022577',56,4.0
0,b'0022578',157,10.0
0,b'0022588',103,9.0
0,b'0022598',156,10.0
0,b'0022599',155,10.0
0,b'0022617',29,2.0
0,b'0022635',56,4.0
0,b'0022638',62,4.0
0,b'0022640',157,10.0
0,b'0022641',155,10.0
0,b'0022642',26,2.0
0,b'0022649',16,5.0
0,b'0022652',155,10.0
0,b'0022663',1,1.0
0,b'0022665',164,11.0
0,b'0022666',157,10.0
0,b'0022667',70,5.0
0,b'0022668',2,2.0
0,b'0022673',31,4.0
0,b'0022676',155,10.0
0,b'0022679',25,5.0
0,b'0022680',159,11.0
0,b'0022683',38,10.0
0,b'0022690',43,9.0
0,b'0022703',155,10.0
0,b'0022705',145,10.0
0,b'0022706',1,1.0
0,b'0022707',42,8.0
0,b'0022712',156,10.0
0,b'0022714',74,9.0
0,b'0022724',155,10.0
0,b'0022730',14,7.0
0,b'0022736',117,11.0
0,b'0022739',64,9.0
0,b'0022748',156,10.0
0,b'0022749',94,10.0
0,b'0022751',155,10.0
0,b'0022762',4,2.0
0,b'0022768',76,10.0
0,b'0022774',154,10.0
0,b'0022775',110,8.0
0,b'0022787',13,3.0
0,b'0022790',35,9.0
0,b'0022801',8,1.0
0,b'0022805',156,10.0
0,b'0022806',157,10.0
0,b'0022822',157,10.0
0,b'0022832',133,22.0
0,b'0022840',18,6.0
0,b'0022847',4,2.0
0,b'0022848',1,1.0
0,b'0022851',1,1.0
0,b'0022861',93,10.0
0,b'0022863',23,2.0
0,b'0022873',30,4.0
0,b'0022877',156,10.0
0,b'0022878',3,2.0
0,b'0022883',96,10.0
0,b'0022887',31,2.0
0,b'0022889',54,4.0
0,b'0022890',156,10.0
0,b'0022893',1,1.0
0,b'0022894',13,2.0
0,b'0022895',155,10.0
0,b'0022901',159,11.0
0,b'0022903',157,10.0
0,b'0022904',156,10.0
0,b'0022906',155,10.0
0,b'0022908',155,10.0
0,b'0022909',156,10.0
0,b'0022910',156,10.0
0,b'0022914',1,1.0
0,b'0022915',154,10.0
0,b'0022919',161,11.0
0,b'0022928',134,10.0
0,b'0022946',156,10.0
0,b'0022947',156,10.0
0,b'0022950',82,10.0
0,b'0022952',46,4.0
0,b'0022954',11,4.0
0,b'0022960',155,10.0
0,b'0022964',35,9.0
0,b'0022972',3,2.0
0,b'0022981',13,3.0
0,b'0022989',116,11.0
0,b'0022997',155,10.0
0,b'0023003',27,2.0
0,b'0023005',18,1.0
0,b'0023015',15,2.0
0,b'0023017',6,1.0
0,b'0023022',112,7.0
0,b'0023027',73,9.0
0,b'0023030',158,11.0
0,b'0023031',156,10.0
0,b'0023040',203,14.0
0,b'0023043',173,13.0
0,b'0023049',4,4.0
0,b'0023054',161,11.0
0,b'0023067',158,11.0
0,b'0023068',32,4.0
0,b'0023074',155,10.0
0,b'0023075',156,10.0
0,b'0023082',57,4.0
0,b'0023086',88,6.0
0,b'0023088',95,10.0
0,b'0023095',160,11.0
0,b'0023099',3,2.0
0,b'0023102',57,4.0
0,b'0023111',156,10.0
0,b'0023115',28,2.0
0,b'0023122',155,10.0
0,b'0023129',14,4.0
0,b'0023138',6,1.0
0,b'0023140',217,24.0
0,b'0023145',48,3.0
0,b'0023146',298,20.0
0,b'0023148',75,11.0
0,b'0023154',3,2.0
0,b'0023155',153,17.0
0,b'0023160',72,9.0
0,b'0023163',158,11.0
0,b'0023169',1,1.0
0,b'0023171',155,10.0
0,b'0023180',16,5.0
0,b'0023182',39,4.0
0,b'0023195',53,4.0
0,b'0023202',157,10.0
0,b'0023203',6,2.0
0,b'0023207',1,1.0
0,b'0023223',160,11.0
0,b'0023230',470,31.0
0,b'0023232',159,11.0
0,b'0023236',58,10.0
0,b'0023240',156,10.0
0,b'0023241',1,1.0
0,b'0023244',55,4.0
0,b'0023245',158,11.0
0,b'0023249',159,11.0
0,b'0023252',146,10.0
0,b'0023254',1,1.0
0,b'0023261',47,9.0
0,b'0023275',155,10.0
0,b'0023280',158,11.0
0,b'0023281',2,2.0
0,b'0023287',99,10.0
0,b'0023288',10,2.0
0,b'0023289',156,10.0
0,b'0023294',1,1.0
0,b'0023296',76,10.0
0,b'0023300',10,2.0
0,b'0023303',1,1.0
0,b'0023306',155,10.0
0,b'0023307',65,9.0
0,b'0023308',50,8.0
0,b'0023310',155,10.0
0,b'0023319',157,10.0
0,b'0023328',21,2.0
0,b'0023344',155,11.0
0,b'0023347',154,10.0
0,b'0023350',156,10.0
0,b'0023360',74,9.0
0,b'0023364',132,19.0
0,b'0023369',56,4.0
0,b'0023387',14,3.0
0,b'0023388',115,10.0
0,b'0023391',57,10.0
0,b'0023407',33,2.0
0,b'0023415',156,10.0
0,b'0023416',20,7.0
0,b'0023417',155,10.0
0,b'0023418',154,10.0
0,b'0023419',16,2.0
0,b'0023432',34,8.0
0,b'0023433',156,10.0
0,b'0023441',9,1.0
0,b'0023442',158,11.0
0,b'0023447',112,10.0
0,b'0023448',19,3.0
0,b'0023455',71,5.0
0,b'0023456',158,11.0
0,b'0023461',155,10.0
0,b'0023462',89,10.0
0,b'0023464',2,2.0
0,b'0023473',6,3.0
0,b'0023480',149,11.0
0,b'0023483',2,2.0
0,b'0023486',20,2.0
0,b'0023494',8,4.0
0,b'0023496',6,2.0
0,b'0023502',5,2.0
0,b'0023508',60,4.0
0,b'0023509',158,11.0
0,b'0023518',157,11.0
0,b'0023519',162,12.0
0,b'0023524',156,10.0
0,b'0023526',31,4.0
0,b'0023530',158,11.0
0,b'0023535',28,2.0
0,b'0023536',246,16.0
0,b'0023547',155,10.0
0,b'0023549',156,10.0
0,b'0023550',1,1.0
0,b'0023552',156,10.0
0,b'0023554',122,12.0
0,b'0023556',28,2.0
0,b'0023558',2,2.0
0,b'0023560',10,2.0
0,b'0023562',8,4.0
0,b'0023568',1,1.0
0,b'0023572',1,1.0
0,b'0023573',61,10.0
0,b'0023574',159,11.0
0,b'0023576',86,10.0
0,b'0023583',155,10.0
0,b'0023584',6,3.0
0,b'0023585',4,4.0
0,b'0023588',155,11.0
0,b'0023598',1,1.0
0,b'0023608',58,4.0
0,b'0023610',3,3.0
0,b'0023616',153,10.0
0,b'0023632',34,4.0
0,b'0023636',157,10.0
0,b'0023646',44,4.0
0,b'0023653',2,2.0
0,b'0023656',155,10.0
0,b'0023657',67,10.0
0,b'0023660',156,10.0
0,b'0023674',97,10.0
0,b'0023681',1,1.0
0,b'0023686',52,4.0
0,b'0023699',163,11.0
0,b'0023703',155,10.0
0,b'0023705',21,2.0
0,b'0023706',157,10.0
0,b'0023710',1,1.0
0,b'0023712',52,5.0
0,b'0023727',23,8.0
0,b'0023728',24,8.0
0,b'0023730',32,4.0
0,b'0023736',2,2.0
0,b'0023740',156,10.0
0,b'0023753',56,4.0
0,b'0023754',2,2.0
0,b'0023755',22,4.0
0,b'0023758',145,10.0
0,b'0023759',30,8.0
0,b'0023760',26,5.0
0,b'0023761',155,10.0
0,b'0023775',25,2.0
0,b'0023781',15,3.0
0,b'0023784',4,1.0
0,b'0023787',1,1.0
0,b'0023795',154,10.0
0,b'0023801',96,10.0
0,b'0023805',155,10.0
0,b'0023808',159,11.0
0,b'0023809',152,10.0
0,b'0023843',4,4.0
0,b'0023850',37,4.0
0,b'0023852',154,10.0
0,b'0023853',19,2.0
0,b'0023860',139,23.0
0,b'0023862',156,10.0
0,b'0023863',22,2.0
0,b'0023867',26,2.0
0,b'0023869',31,4.0
0,b'0023871',1,1.0
0,b'0023872',21,2.0
0,b'0023882',12,2.0
0,b'0023884',16,2.0
0,b'0023891',155,11.0
0,b'0023895',92,10.0
0,b'0023903',30,2.0
0,b'0023907',8,2.0
0,b'0023912',5,2.0
0,b'0023915',37,7.0
0,b'0023919',61,5.0
0,b'0023920',17,1.0
0,b'0023924',156,10.0
0,b'0023925',131,11.0
0,b'0023929',1,1.0
0,b'0023935',47,3.0
0,b'0023942',157,10.0
0,b'0023948',56,4.0
0,b'0023949',62,9.0
0,b'0023960',77,10.0
0,b'0023963',156,10.0
0,b'0023965',153,10.0
0,b'0023967',157,10.0
0,b'0023970',109,8.0
0,b'0023975',159,11.0
0,b'0023988',64,5.0
0,b'0023990',154,10.0
0,b'0023992',156,10.0
0,b'0023993',6,3.0
0,b'0023996',157,10.0
0,b'0023997',28,2.0
0,b'0024008',35,3.0
0,b'0024028',158,11.0
0,b'0024030',57,4.0
0,b'0024046',156,10.0
0,b'0024049',39,3.0
0,b'0024055',153,10.0
0,b'0024056',1,1.0
0,b'0024070',81,10.0
0,b'0024076',3,2.0
0,b'0024078',1,1.0
0,b'0024079',5,2.0
0,b'0024082',3,2.0
0,b'0024086',53,4.0
0,b'0024104',25,2.0
0,b'0024105',30,2.0
0,b'0024118',155,10.0
0,b'0024119',151,10.0
0,b'0024121',36,3.0
0,b'0024124',18,6.0
0,b'0024125',71,10.0
0,b'0024127',19,4.0
0,b'0024128',1,1.0
0,b'0024129',56,4.0
0,b'0024136',167,11.0
0,b'0024144',12,4.0
0,b'0024145',158,11.0
0,b'0024149',114,10.0
0,b'0024152',156,10.0
0,b'0024162',13,4.0
0,b'0024163',5,2.0
0,b'0024164',157,10.0
0,b'0024168',155,10.0
0,b'0024172',151,10.0
0,b'0024174',156,10.0
0,b'0024188',156,10.0
0,b'0024190',6,3.0
0,b'0024193',1,1.0
0,b'0024199',72,9.0
0,b'0024209',155,10.0
0,b'0024216',43,3.0
0,b'0024217',131,9.0
0,b'0024219',155,10.0
0,b'0024220',68,5.0
0,b'0024221',246,16.0
0,b'0024227',156,10.0
0,b'0024230',25,2.0
0,b'0024233',37,6.0
0,b'0024242',157,10.0
0,b'0024243',157,10.0
0,b'0024244',155,10.0
0,b'0024257',8,2.0
0,b'0024280',86,10.0
0,b'0024282',76,10.0
0,b'0024290',49,8.0
0,b'0024292',156,10.0
0,b'0024308',22,7.0
0,b'0024309',16,5.0
0,b'0024317',150,11.0
0,b'0024320',63,21.0
0,b'0024330',156,10.0
0,b'0024331',153,10.0
0,b'0024333',155,10.0
0,b'0024335',111,10.0
0,b'0024340',13,1.0
0,b'0024341',155,10.0
0,b'0024342',18,2.0
0,b'0024345',157,10.0
0,b'0024350',1,1.0
0,b'0024351',155,10.0
0,b'0024354',2,1.0
0,b'0024357',156,10.0
0,b'0024366',23,2.0
0,b'0024367',156,10.0
0,b'0024376',28,7.0
0,b'0024379',155,10.0
0,b'0024387',105,10.0
0,b'0024412',63,4.0
0,b'0024421',39,8.0
0,b'0024434',158,11.0
0,b'0024435',38,4.0
0,b'0024438',120,11.0
0,b'0024442',5,2.0
0,b'0024458',155,10.0
0,b'0024459',153,10.0
0,b'0024460',10,3.0
0,b'0024467',21,4.0
0,b'0024469',158,11.0
0,b'0024472',53,4.0
0,b'0024473',21,2.0
0,b'0024474',30,2.0
0,b'0024482',166,11.0
0,b'0024486',157,10.0
0,b'0024491',106,11.0
0,b'0024492',169,11.0
0,b'0024502',38,3.0
0,b'0024504',79,10.0
0,b'0024505',9,2.0
0,b'0024510',85,11.0
0,b'0024511',156,10.0
0,b'0024513',55,4.0
0,b'0024514',35,3.0
0,b'0024520',2,2.0
0,b'0024521',29,4.0
0,b'0024524',118,11.0
0,b'0024528',42,8.0
0,b'0024530',155,10.0
0,b'0024532',154,10.0
0,b'0024550',66,9.0
0,b'0024554',1,1.0
0,b'0024560',42,8.0
0,b'0024569',58,4.0
0,b'0024571',140,10.0
0,b'0024573',154,10.0
0,b'0024599',4,1.0
0,b'0024600',155,10.0
0,b'0024619',156,10.0
0,b'0024628',131,9.0
0,b'0024635',157,10.0
0,b'0024639',310,21.0
0,b'0024647',8,1.0
0,b'0024648',152,11.0
0,b'0024651',152,10.0
0,b'0024657',84,10.0
0,b'0024662',146,10.0
0,b'0024664',100,10.0
0,b'0024669',159,11.0
0,b'0024680',151,10.0
0,b'0024682',159,11.0
0,b'0024690',301,20.0
0,b'0024697',16,5.0
0,b'0024698',160,11.0
0,b'0024699',59,10.0
0,b'0024702',155,10.0
0,b'0024710',82,10.0
0,b'0024717',155,10.0
0,b'0024719',2,2.0
0,b'0024727',147,10.0
0,b'0024728',2,2.0
0,b'0024740',56,4.0
0,b'0024743',160,11.0
0,b'0024745',155,10.0
0,b'0024751',120,8.0
0,b'0024753',157,10.0
0,b'0024763',156,10.0
0,b'0024770',82,10.0
0,b'0024772',155,10.0
0,b'0024775',154,10.0
0,b'0024777',157,10.0
0,b'0024785',143,11.0
0,b'0024795',34,8.0
0,b'0024797',155,10.0
0,b'0024803',187,12.0
0,b'0024813',26,2.0
0,b'0024818',105,12.0
0,b'0024822',6,1.0
0,b'0024829',30,8.0
0,b'0024831',9,1.0
0,b'0024832',71,10.0
0,b'0024833',157,10.0
0,b'0024834',103,10.0
0,b'0024836',79,10.0
0,b'0024839',156,10.0
0,b'0024842',163,11.0
0,b'0024843',156,10.0
0,b'0024845',70,5.0
0,b'0024854',84,10.0
0,b'0024860',58,5.0
0,b'0024862',154,10.0
0,b'0024865',147,10.0
0,b'0024875',13,4.0
0,b'0024879',155,10.0
0,b'0024886',55,4.0
0,b'0024893',20,1.0
0,b'0024894',3,2.0
0,b'0024897',15,3.0
0,b'0024899',18,1.0
0,b'0024901',68,10.0
0,b'0024908',3,3.0
0,b'0024913',155,10.0
0,b'0024915',158,11.0
0,b'0024920',156,10.0
0,b'0024928',166,11.0
0,b'0024931',159,11.0
0,b'0024938',156,10.0
0,b'0024939',156,10.0
0,b'0024944',14,4.0
0,b'0024945',154,11.0
0,b'0024950',157,10.0
0,b'0024953',113,10.0
0,b'0024957',58,8.0
0,b'0024960',150,10.0
0,b'0024961',157,10.0
0,b'0024962',48,4.0
0,b'0024971',155,10.0
0,b'0024978',227,15.0
0,b'0024985',16,1.0
0,b'0024992',30,8.0
0,b'0025003',71,10.0
0,b'0025006',156,10.0
0,b'0025007',157,10.0
0,b'0025011',48,5.0
0,b'0025015',1,1.0
0,b'0025016',18,1.0
0,b'0025021',35,2.0
0,b'0025023',43,9.0
0,b'0025039',30,2.0
0,b'0025054',10,5.0
0,b'0025055',55,4.0
0,b'0025069',155,10.0
0,b'0025070',58,4.0
0,b'0025072',56,4.0
0,b'0025075',156,10.0
0,b'0025080',159,11.0
0,b'0025081',156,10.0
0,b'0025085',58,4.0
0,b'0025088',64,4.0
0,b'0025092',36,3.0
0,b'0025096',49,8.0
0,b'0025097',2,1.0
0,b'0025098',54,4.0
0,b'0025100',1,1.0
0,b'0025125',57,10.0
0,b'0025129',8,2.0
0,b'0025133',156,10.0
0,b'0025141',100,10.0
0,b'0025148',69,23.0
0,b'0025153',176,12.0
0,b'0025158',155,10.0
0,b'0025164',157,10.0
0,b'0025172',154,10.0
0,b'0025175',36,3.0
0,b'0025179',23,2.0
0,b'0025180',129,11.0
0,b'0025184',306,20.0
0,b'0025185',156,10.0
0,b'0025186',156,10.0
0,b'0025187',7,4.0
0,b'0025189',311,21.0
0,b'0025193',154,10.0
0,b'0025196',6,3.0
0,b'0025205',32,5.0
0,b'0025206',112,10.0
0,b'0025210',162,11.0
0,b'0025214',112,10.0
0,b'0025226',111,10.0
0,b'0025229',91,6.0
0,b'0025231',106,11.0
0,b'0025241',155,10.0
0,b'0025242',22,2.0
0,b'0025250',311,21.0
0,b'0025251',28,2.0
0,b'0025252',22,7.0
0,b'0025254',2,2.0
0,b'0025258',1,1.0
0,b'0025263',1,1.0
0,b'0025268',138,10.0
0,b'0025274',136,10.0
0,b'0025281',73,5.0
0,b'0025287',154,10.0
0,b'0025290',156,10.0
0,b'0025293',23,2.0
0,b'0025300',2,1.0
0,b'0025304',82,10.0
0,b'0025312',2,2.0
0,b'0025315',146,12.0
0,b'0025322',156,10.0
0,b'0025330',2,2.0
0,b'0025332',122,10.0
0,b'0025333',37,3.0
0,b'0025337',157,10.0
0,b'0025343',60,4.0
0,b'0025344',27,7.0
0,b'0025349',156,10.0
0,b'0025351',59,4.0
0,b'0025359',161,11.0
0,b'0025365',2,2.0
0,b'0025369',21,2.0
0,b'0025370',58,4.0
0,b'0025374',156,10.0
0,b'0025376',68,10.0
0,b'0025377',151,10.0
0,b'0025378',13,4.0
0,b'0025380',155,10.0
0,b'0025381',351,23.0
0,b'0025384',1,1.0
0,b'0025392',11,4.0
0,b'0025397',109,11.0
0,b'0025398',1,1.0
0,b'0025400',156,10.0
0,b'0025401',44,5.0
0,b'0025408',37,3.0
0,b'0025413',156,10.0
0,b'0025417',157,10.0
0,b'0025425',27,2.0
0,b'0025431',155,10.0
0,b'0025432',6,3.0
0,b'0025437',142,10.0
0,b'0025442',156,10.0
0,b'0025449',7,2.0
0,b'0025455',265,19.0
0,b'0025459',157,11.0
0,b'0025460',156,10.0
0,b'0025461',18,1.0
0,b'0025464',1,1.0
0,b'0025465',7,2.0
0,b'0025468',2,2.0
0,b'0025469',155,10.0
0,b'0025473',7,4.0
0,b'0025476',4,2.0
0,b'0025489',54,5.0
0,b'0025490',156,10.0
0,b'0025500',149,10.0
0,b'0025507',1,1.0
0,b'0025508',33,5.0
0,b'0025509',58,10.0
0,b'0025511',155,10.0
0,b'0025518',1,1.0
0,b'0025523',1,1.0
0,b'0025526',107,10.0
0,b'0025532',50,8.0
0,b'0025542',142,12.0
0,b'0025545',96,11.0
0,b'0025549',15,2.0
0,b'0025551',131,9.0
0,b'0025552',23,6.0
0,b'0025554',48,8.0
0,b'0025557',35,2.0
0,b'0025559',57,4.0
0,b'0025573',10,5.0
0,b'0025580',158,11.0
0,b'0025584',56,4.0
0,b'0025585',58,10.0
0,b'0025586',97,11.0
0,b'0025588',170,11.0
0,b'0025591',162,11.0
0,b'0025604',156,10.0
0,b'0025613',1,1.0
0,b'0025621',2,2.0
0,b'0025623',154,10.0
0,b'0025624',151,10.0
0,b'0025625',28,4.0
0,b'0025630',1,1.0
0,b'0025646',17,1.0
0,b'0025649',157,10.0
0,b'0025652',59,4.0
0,b'0025657',157,10.0
0,b'0025659',313,21.0
0,b'0025661',19,6.0
0,b'0025662',38,10.0
0,b'0025667',16,3.0
0,b'0025668',155,10.0
0,b'0025673',155,10.0
0,b'0025680',23,4.0
0,b'0025686',155,10.0
0,b'0025688',11,1.0
0,b'0025697',155,10.0
0,b'0025701',209,14.0
0,b'0025710',32,5.0
0,b'0025717',20,7.0
0,b'0025718',9,3.0
0,b'0025720',150,10.0
0,b'0025721',38,8.0
0,b'0025730',13,1.0
0,b'0025737',158,11.0
0,b'0025744',156,10.0
0,b'0025751',156,10.0
0,b'0025752',25,2.0
0,b'0025753',1,1.0
0,b'0025754',12,2.0
0,b'0025757',154,19.0
0,b'0025764',25,6.0
0,b'0025772',155,10.0
0,b'0025783',8,3.0
0,b'0025785',157,10.0
0,b'0025786',1,1.0
0,b'0025794',154,10.0
0,b'0025795',155,10.0
0,b'0025802',155,11.0
0,b'0025804',146,10.0
0,b'0025807',125,11.0
0,b'0025816',122,11.0
0,b'0025818',1,1.0
0,b'0025819',56,4.0
0,b'0025825',155,10.0
0,b'0025828',10,3.0
0,b'0025830',155,10.0
0,b'0025832',159,11.0
0,b'0025840',147,10.0
0,b'0025855',165,11.0
0,b'0025860',9,1.0
0,b'0025868',73,9.0
0,b'0025873',14,2.0
0,b'0025874',68,8.0
0,b'0025876',148,11.0
0,b'0025877',3,3.0
0,b'0025880',73,5.0
0,b'0025883',115,10.0
0,b'0025887',155,10.0
0,b'0025888',57,4.0
0,b'0025889',54,4.0
0,b'0025897',48,8.0
0,b'0025902',156,10.0
0,b'0025927',155,10.0
0,b'0025933',156,10.0
0,b'0025942',19,1.0
0,b'0025943',158,11.0
0,b'0025944',2,2.0
0,b'0025949',163,11.0
0,b'0025950',155,10.0
0,b'0025954',84,9.0
0,b'0025961',152,10.0
0,b'0025962',152,11.0
0,b'0025967',47,12.0
0,b'0025968',54,5.0
0,b'0025969',21,7.0
0,b'0025975',160,11.0
0,b'0025993',161,11.0
0,b'0025994',155,10.0
0,b'0026011',156,10.0
0,b'0026012',47,4.0
0,b'0026021',1,1.0
0,b'0026022',36,3.0
0,b'0026026',14,7.0
0,b'0026044',18,6.0
0,b'0026048',155,10.0
0,b'0026049',157,10.0
0,b'0026053',4,2.0
0,b'0026056',14,3.0
0,b'0026057',155,10.0
0,b'0026061',155,10.0
0,b'0026062',157,10.0
0,b'0026063',155,11.0
0,b'0026064',106,7.0
0,b'0026065',10,3.0
0,b'0026075',1,1.0
0,b'0026080',14,5.0
0,b'0026087',102,9.0
0,b'0026090',157,10.0
0,b'0026091',209,14.0
0,b'0026096',121,11.0
0,b'0026097',79,10.0
0,b'0026101',73,9.0
0,b'0026102',47,5.0
0,b'0026106',35,3.0
0,b'0026107',159,11.0
0,b'0026108',31,2.0
0,b'0026109',86,10.0
0,b'0026122',37,7.0
0,b'0026124',3,3.0
0,b'0026129',68,5.0
0,b'0026132',2,2.0
0,b'0026133',15,1.0
0,b'0026141',156,10.0
0,b'0026145',48,8.0
0,b'0026146',207,14.0
0,b'0026155',37,3.0
0,b'0026157',156,10.0
0,b'0026161',331,22.0
0,b'0026164',155,10.0
0,b'0026169',117,11.0
0,b'0026173',50,5.0
0,b'0026175',154,10.0
0,b'0026180',79,10.0
0,b'0026183',155,10.0
0,b'0026191',70,5.0
0,b'0026196',102,7.0
0,b'0026197',92,10.0
0,b'0026200',21,2.0
0,b'0026204',14,5.0
0,b'0026208',160,11.0
0,b'0026214',82,10.0
0,b'0026215',155,10.0
0,b'0026219',155,10.0
0,b'0026220',3,2.0
0,b'0026222',14,5.0
0,b'0026224',21,2.0
0,b'0026236',1,1.0
0,b'0026238',18,1.0
0,b'0026245',88,9.0
0,b'0026252',158,11.0
0,b'0026254',52,4.0
0,b'0026255',157,10.0
0,b'0026256',16,5.0
0,b'0026258',59,4.0
0,b'0026266',69,5.0
0,b'0026271',11,4.0
0,b'0026272',155,10.0
0,b'0026280',54,4.0
0,b'0026283',15,1.0
0,b'0026286',49,8.0
0,b'0026293',106,11.0
0,b'0026297',12,2.0
0,b'0026299',156,10.0
0,b'0026300',78,10.0
0,b'0026313',154,10.0
0,b'0026317',155,10.0
0,b'0026328',157,10.0
0,b'0026329',19,2.0
0,b'0026332',17,6.0
0,b'0026339',119,11.0
0,b'0026343',36,3.0
0,b'0026348',154,10.0
0,b'0026350',155,10.0
0,b'0026354',156,10.0
0,b'0026357',154,10.0
0,b'0026358',26,6.0
0,b'0026359',162,11.0
0,b'0026361',104,10.0
0,b'0026362',61,4.0
0,b'0026381',155,10.0
0,b'0026382',8,4.0
0,b'0026384',152,10.0
0,b'0026388',39,3.0
