,Donor_Id,P_year,Frequency
0,b'0161013',147,11.0
0,b'0161014',144,11.0
0,b'0161035',36,12.0
0,b'0161037',148,11.0
0,b'0161044',23,8.0
0,b'0161053',38,3.0
0,b'0161057',144,11.0
0,b'0161061',146,10.0
0,b'0161067',149,11.0
0,b'0161071',2,2.0
0,b'0161093',146,10.0
0,b'0161097',51,10.0
0,b'0161104',116,12.0
0,b'0161105',147,10.0
0,b'0161112',143,11.0
0,b'0161129',4,4.0
0,b'0161139',135,11.0
0,b'0161162',144,11.0
0,b'0161164',142,11.0
0,b'0161170',24,8.0
0,b'0161181',122,11.0
0,b'0161183',118,9.0
0,b'0161240',1,1.0
0,b'0161248',146,10.0
0,b'0161257',87,10.0
0,b'0161289',146,10.0
0,b'0161296',146,11.0
0,b'0161312',86,11.0
0,b'0161346',36,9.0
0,b'0161347',66,9.0
0,b'0161354',36,9.0
0,b'0161358',146,11.0
0,b'0161366',143,11.0
0,b'0161374',78,9.0
0,b'0161375',1,1.0
0,b'0161404',80,13.0
0,b'0161408',145,12.0
0,b'0161417',85,11.0
0,b'0161436',148,11.0
0,b'0161450',146,11.0
0,b'0161459',144,11.0
0,b'0161473',147,11.0
0,b'0161481',12,2.0
0,b'0161484',71,10.0
0,b'0161489',8,4.0
0,b'0161513',144,11.0
0,b'0161523',16,1.0
0,b'0161525',113,11.0
0,b'0161526',122,11.0
0,b'0161527',145,10.0
0,b'0161532',59,5.0
0,b'0161574',10,10.0
0,b'0161580',24,12.0
0,b'0161598',145,11.0
0,b'0161600',35,4.0
0,b'0161620',145,10.0
0,b'0161623',146,11.0
0,b'0161626',146,11.0
0,b'0161629',147,11.0
0,b'0161632',146,10.0
0,b'0161634',62,5.0
0,b'0161638',145,10.0
0,b'0161664',133,10.0
0,b'0161698',26,4.0
0,b'0161713',105,12.0
0,b'0161736',135,11.0
0,b'0161754',146,10.0
0,b'0161778',89,11.0
0,b'0161781',146,11.0
0,b'0161783',93,12.0
0,b'0161797',148,11.0
0,b'0161798',144,11.0
0,b'0161803',147,10.0
0,b'0161806',146,10.0
0,b'0161807',144,11.0
0,b'0161808',141,11.0
0,b'0161813',150,11.0
0,b'0161823',141,11.0
0,b'0161831',128,12.0
0,b'0161846',62,10.0
0,b'0161852',143,11.0
0,b'0161863',114,10.0
0,b'0161873',39,3.0
0,b'0161886',122,11.0
0,b'0161887',130,12.0
0,b'0161902',89,11.0
0,b'0161908',144,11.0
0,b'0161926',83,12.0
0,b'0161934',150,11.0
0,b'0161958',70,12.0
0,b'0161966',10,5.0
0,b'0161974',134,11.0
0,b'0161984',39,10.0
0,b'0161989',147,11.0
0,b'0161990',147,10.0
0,b'0161993',144,11.0
0,b'0161997',63,5.0
0,b'0162001',144,11.0
0,b'0162006',145,11.0
0,b'0162014',99,10.0
0,b'0162025',26,2.0
0,b'0162029',144,11.0
0,b'0162033',146,10.0
0,b'0162034',66,11.0
0,b'0162044',291,21.0
0,b'0162046',60,10.0
0,b'0162049',146,10.0
0,b'0162056',101,8.0
0,b'0162080',148,11.0
0,b'0162090',102,10.0
0,b'0162152',145,12.0
0,b'0162156',147,10.0
0,b'0162164',28,7.0
0,b'0162165',145,11.0
0,b'0162171',144,10.0
0,b'0162173',119,20.0
0,b'0162177',69,7.0
0,b'0162181',122,11.0
0,b'0162189',23,2.0
0,b'0162201',145,11.0
0,b'0162218',144,11.0
0,b'0162266',147,10.0
0,b'0162267',146,10.0
0,b'0162274',105,12.0
0,b'0162275',146,10.0
0,b'0162280',38,10.0
0,b'0162286',28,6.0
0,b'0162291',1,1.0
0,b'0162305',77,11.0
0,b'0162345',148,11.0
0,b'0162349',145,11.0
0,b'0162365',143,11.0
0,b'0162371',147,10.0
0,b'0162382',72,9.0
0,b'0162392',25,12.0
0,b'0162394',63,13.0
0,b'0162398',130,11.0
0,b'0162408',146,11.0
0,b'0162426',90,11.0
0,b'0162428',144,11.0
0,b'0162429',85,11.0
0,b'0162436',11,4.0
0,b'0162439',147,10.0
0,b'0162440',146,10.0
0,b'0162453',145,11.0
0,b'0162456',147,10.0
0,b'0162457',35,12.0
0,b'0162460',145,11.0
0,b'0162467',145,10.0
0,b'0162488',88,11.0
0,b'0162499',34,4.0
0,b'0162512',146,11.0
0,b'0162520',146,10.0
0,b'0162522',155,12.0
0,b'0162545',87,11.0
0,b'0162560',144,11.0
0,b'0162575',148,11.0
0,b'0162596',145,11.0
0,b'0162613',148,11.0
0,b'0162619',148,11.0
0,b'0162635',147,10.0
0,b'0162640',83,12.0
0,b'0162652',9,4.0
0,b'0162654',143,11.0
0,b'0162657',145,11.0
0,b'0162665',15,1.0
0,b'0162688',148,11.0
0,b'0162696',144,11.0
0,b'0162698',146,10.0
0,b'0162712',141,11.0
0,b'0162720',146,11.0
0,b'0162721',288,22.0
0,b'0162730',138,10.0
0,b'0162747',17,1.0
0,b'0162750',152,12.0
0,b'0162754',141,11.0
0,b'0162755',148,11.0
0,b'0162759',23,12.0
0,b'0162765',146,11.0
0,b'0162770',64,11.0
0,b'0162774',52,4.0
0,b'0162782',27,9.0
0,b'0162828',145,11.0
0,b'0162831',147,10.0
0,b'0162850',64,5.0
0,b'0162856',144,11.0
0,b'0162874',144,11.0
0,b'0162879',70,12.0
0,b'0162897',146,11.0
0,b'0162903',105,12.0
0,b'0162908',17,1.0
0,b'0162909',138,11.0
0,b'0162918',139,11.0
0,b'0162952',5,2.0
0,b'0162956',143,11.0
0,b'0162958',131,11.0
0,b'0162959',145,10.0
0,b'0162967',83,12.0
0,b'0162968',103,10.0
0,b'0162979',67,11.0
0,b'0162998',144,11.0
0,b'0163014',144,11.0
0,b'0163018',58,6.0
0,b'0163019',147,10.0
0,b'0163026',15,1.0
0,b'0163027',130,12.0
0,b'0163030',147,11.0
0,b'0163044',15,8.0
0,b'0163054',15,8.0
0,b'0163073',146,10.0
0,b'0163074',51,8.0
0,b'0163090',18,6.0
0,b'0163093',146,10.0
0,b'0163126',159,12.0
0,b'0163134',85,11.0
0,b'0163140',149,11.0
0,b'0163186',121,10.0
0,b'0163192',147,10.0
0,b'0163207',145,11.0
0,b'0163248',146,10.0
0,b'0163251',54,4.0
0,b'0163255',144,11.0
0,b'0163256',146,10.0
0,b'0163273',145,11.0
0,b'0163282',146,10.0
0,b'0163288',21,10.0
0,b'0163307',31,16.0
0,b'0163340',146,10.0
0,b'0163341',101,11.0
0,b'0163359',74,11.0
0,b'0163368',146,11.0
0,b'0163397',146,10.0
0,b'0163398',32,6.0
0,b'0163401',147,10.0
0,b'0163432',145,11.0
0,b'0163475',177,14.0
0,b'0163477',144,10.0
0,b'0163478',75,11.0
0,b'0163483',145,11.0
0,b'0163501',146,11.0
0,b'0163504',146,11.0
0,b'0163520',48,4.0
0,b'0163559',9,3.0
0,b'0163560',148,11.0
0,b'0163563',144,11.0
0,b'0163590',93,12.0
0,b'0163591',139,11.0
0,b'0163592',46,4.0
0,b'0163596',141,11.0
0,b'0163600',78,11.0
0,b'0163601',143,11.0
0,b'0163641',14,7.0
0,b'0163669',25,12.0
0,b'0163695',98,11.0
0,b'0163712',3,3.0
0,b'0163713',124,10.0
0,b'0163720',145,11.0
0,b'0163728',151,12.0
0,b'0163735',130,16.0
0,b'0163749',146,11.0
0,b'0163751',142,11.0
0,b'0163763',86,12.0
0,b'0163766',96,12.0
0,b'0163789',147,11.0
0,b'0163801',144,11.0
0,b'0163841',94,12.0
0,b'0163843',95,12.0
0,b'0163852',144,11.0
0,b'0163856',51,4.0
0,b'0163866',96,8.0
0,b'0163917',143,12.0
0,b'0163951',144,11.0
0,b'0163956',147,11.0
0,b'0163958',146,11.0
0,b'0163960',115,10.0
0,b'0163966',10,10.0
0,b'0163971',108,12.0
0,b'0163974',78,11.0
0,b'0163996',108,12.0
0,b'0173349',154,12.0
0,b'0173366',3,3.0
0,b'0173367',13,6.0
0,b'0173374',17,2.0
0,b'0173375',146,11.0
0,b'0173377',37,3.0
0,b'0173378',90,15.0
0,b'0173405',47,4.0
0,b'0173410',141,10.0
0,b'0173416',1,1.0
0,b'0173432',148,11.0
0,b'0173437',37,9.0
0,b'0173443',85,6.0
0,b'0173453',147,10.0
0,b'0173462',71,12.0
0,b'0173464',1,1.0
0,b'0173468',17,4.0
0,b'0173476',109,11.0
0,b'0173480',167,21.0
0,b'0173489',19,2.0
0,b'0173490',52,4.0
0,b'0173491',155,11.0
0,b'0173495',13,1.0
0,b'0173517',131,11.0
0,b'0173542',10,2.0
0,b'0173550',6,1.0
0,b'0173555',24,3.0
0,b'0173558',15,8.0
0,b'0173559',146,10.0
0,b'0173560',24,2.0
0,b'0173564',145,11.0
0,b'0173571',51,4.0
0,b'0173572',87,8.0
0,b'0173617',144,11.0
0,b'0173618',152,11.0
0,b'0173630',155,11.0
0,b'0173632',77,6.0
0,b'0173636',6,6.0
0,b'0173649',33,8.0
0,b'0173654',140,11.0
0,b'0173661',49,4.0
0,b'0173667',75,11.0
0,b'0173668',44,9.0
0,b'0173674',17,1.0
0,b'0173683',42,10.0
0,b'0173686',146,11.0
0,b'0173687',52,4.0
0,b'0173692',90,10.0
0,b'0173715',18,2.0
0,b'0173723',110,10.0
0,b'0173740',90,10.0
0,b'0173745',155,11.0
0,b'0173747',78,10.0
0,b'0173767',70,12.0
0,b'0173768',98,11.0
0,b'0173770',27,2.0
0,b'0173772',146,10.0
0,b'0173787',96,11.0
0,b'0173796',12,12.0
0,b'0173804',97,7.0
0,b'0173823',12,4.0
0,b'0173838',129,12.0
0,b'0173842',16,1.0
0,b'0173847',142,11.0
0,b'0173849',150,11.0
0,b'0173855',147,12.0
0,b'0173856',7,1.0
0,b'0173865',12,6.0
0,b'0173916',74,12.0
0,b'0173931',49,4.0
0,b'0173954',55,9.0
0,b'0173958',146,11.0
0,b'0173997',103,11.0
0,b'0174006',16,2.0
0,b'0174007',48,12.0
0,b'0174032',112,12.0
0,b'0174038',144,11.0
0,b'0174041',6,1.0
0,b'0174043',65,5.0
0,b'0174053',57,10.0
0,b'0174071',49,4.0
0,b'0174072',73,10.0
0,b'0174088',52,4.0
0,b'0174089',59,5.0
0,b'0174096',145,12.0
0,b'0174100',146,11.0
0,b'0174116',42,5.0
0,b'0174124',25,4.0
0,b'0174127',16,2.0
0,b'0174133',146,11.0
0,b'0174146',64,5.0
0,b'0174152',145,11.0
0,b'0174158',71,9.0
0,b'0174174',19,2.0
0,b'0174185',66,5.0
0,b'0174198',49,4.0
0,b'0174200',148,11.0
0,b'0174201',147,11.0
0,b'0174230',16,8.0
0,b'0174231',3,1.0
0,b'0174236',27,9.0
0,b'0174242',128,12.0
0,b'0174249',145,11.0
0,b'0174253',13,2.0
0,b'0174259',13,1.0
0,b'0174273',43,11.0
0,b'0174279',2,2.0
0,b'0174288',145,11.0
0,b'0174297',12,2.0
0,b'0174300',146,10.0
0,b'0174303',124,10.0
0,b'0174305',5,2.0
0,b'0174316',89,11.0
0,b'0174335',63,10.0
0,b'0174336',111,12.0
0,b'0174340',146,11.0
0,b'0174347',145,12.0
0,b'0174348',7,7.0
0,b'0174357',99,11.0
0,b'0174362',74,11.0
0,b'0174381',148,11.0
0,b'0174390',145,11.0
0,b'0174401',1,1.0
0,b'0174413',145,11.0
0,b'0174427',110,11.0
0,b'0174428',1,1.0
0,b'0174429',145,11.0
0,b'0174432',78,6.0
0,b'0174435',146,11.0
0,b'0174437',28,2.0
0,b'0174441',44,6.0
0,b'0174460',72,12.0
0,b'0174473',389,28.0
0,b'0174476',26,9.0
0,b'0174484',56,4.0
0,b'0174486',85,12.0
0,b'0174487',87,11.0
0,b'0174489',140,11.0
0,b'0174491',146,11.0
0,b'0174495',132,10.0
0,b'0174497',16,1.0
0,b'0174505',108,12.0
0,b'0174506',5,5.0
0,b'0174511',51,4.0
0,b'0174516',51,8.0
0,b'0174529',21,3.0
0,b'0174534',151,12.0
0,b'0174555',144,12.0
0,b'0174557',144,11.0
0,b'0174566',49,4.0
0,b'0174568',98,8.0
0,b'0174585',144,11.0
0,b'0174600',15,1.0
0,b'0174601',146,11.0
0,b'0174605',12,3.0
0,b'0174611',20,7.0
0,b'0174614',12,12.0
0,b'0174618',99,8.0
0,b'0174624',125,11.0
0,b'0174630',148,11.0
0,b'0174635',145,11.0
0,b'0174636',128,11.0
0,b'0174637',91,7.0
0,b'0174642',69,12.0
0,b'0174652',22,4.0
0,b'0174659',20,2.0
0,b'0174664',148,11.0
0,b'0174668',2,2.0
0,b'0174674',28,3.0
0,b'0174686',147,11.0
0,b'0174692',72,12.0
0,b'0174696',94,12.0
0,b'0174697',50,4.0
0,b'0174703',22,4.0
0,b'0174705',47,12.0
0,b'0174713',13,4.0
0,b'0174719',1,1.0
0,b'0174721',56,11.0
0,b'0174731',145,11.0
0,b'0174735',141,12.0
0,b'0174742',51,4.0
0,b'0174743',145,11.0
0,b'0174748',11,3.0
0,b'0174755',49,49.0
0,b'0174760',143,11.0
0,b'0174762',113,11.0
0,b'0174771',143,11.0
0,b'0174776',107,12.0
0,b'0174780',205,16.0
0,b'0174792',27,9.0
0,b'0174801',122,12.0
0,b'0174806',36,9.0
0,b'0174824',26,9.0
0,b'0174837',134,10.0
0,b'0174838',36,12.0
0,b'0174839',145,11.0
0,b'0174843',137,11.0
0,b'0174845',1,1.0
0,b'0174855',32,3.0
0,b'0174879',145,11.0
0,b'0174880',4,2.0
0,b'0174891',145,12.0
0,b'0174895',171,13.0
0,b'0174903',259,20.0
0,b'0174906',145,11.0
0,b'0174907',145,11.0
0,b'0174908',147,11.0
0,b'0174918',105,18.0
0,b'0174929',17,2.0
0,b'0174934',144,11.0
0,b'0174944',5,1.0
0,b'0174955',145,11.0
0,b'0174971',145,11.0
0,b'0174973',50,12.0
0,b'0174995',1,1.0
0,b'0175003',30,3.0
0,b'0175005',24,3.0
0,b'0175009',142,11.0
0,b'0175011',121,12.0
0,b'0175031',420,32.0
0,b'0175039',60,5.0
0,b'0175040',145,12.0
0,b'0175050',3,2.0
0,b'0175055',19,3.0
0,b'0175066',10,10.0
0,b'0175067',143,11.0
0,b'0175074',14,4.0
0,b'0175098',149,11.0
0,b'0175112',28,2.0
0,b'0175114',2,2.0
0,b'0175117',2,1.0
0,b'0175128',145,11.0
0,b'0175133',147,11.0
0,b'0175134',1,1.0
0,b'0175138',143,12.0
0,b'0175149',51,4.0
0,b'0175150',145,11.0
0,b'0175158',141,11.0
0,b'0175164',25,2.0
0,b'0175166',145,11.0
0,b'0175175',75,11.0
0,b'0175180',133,11.0
0,b'0175189',15,15.0
0,b'0175200',28,4.0
0,b'0175203',146,11.0
0,b'0175205',143,11.0
0,b'0175210',115,9.0
0,b'0175217',25,4.0
0,b'0175218',56,4.0
0,b'0175219',51,4.0
0,b'0175220',144,11.0
0,b'0175221',143,11.0
0,b'0175222',54,4.0
0,b'0175228',37,3.0
0,b'0175229',63,5.0
0,b'0175252',145,11.0
0,b'0175254',3,2.0
0,b'0175257',90,11.0
0,b'0175283',150,12.0
0,b'0175299',1,1.0
0,b'0175347',75,12.0
0,b'0175366',55,11.0
0,b'0175379',144,11.0
0,b'0175384',16,1.0
0,b'0175399',30,2.0
0,b'0175410',144,12.0
0,b'0175411',3,1.0
0,b'0175427',140,11.0
0,b'0175444',282,22.0
0,b'0175449',48,4.0
0,b'0175450',50,4.0
0,b'0175452',6,2.0
0,b'0175464',75,12.0
0,b'0175489',144,11.0
0,b'0175502',84,12.0
0,b'0175510',32,4.0
0,b'0175520',14,7.0
0,b'0175531',142,11.0
0,b'0175539',141,12.0
0,b'0175543',145,11.0
0,b'0175552',53,11.0
0,b'0175579',143,11.0
0,b'0175592',137,11.0
0,b'0175605',145,11.0
0,b'0175611',146,11.0
0,b'0175659',145,11.0
0,b'0175684',33,11.0
0,b'0175708',64,11.0
0,b'0175713',95,12.0
0,b'0175718',30,3.0
0,b'0175737',50,4.0
0,b'0175760',17,8.0
0,b'0175767',51,4.0
0,b'0175771',2,1.0
0,b'0175775',30,4.0
0,b'0175789',144,11.0
0,b'0175801',100,11.0
0,b'0175807',144,11.0
0,b'0175812',144,11.0
0,b'0175818',138,11.0
0,b'0175824',145,11.0
0,b'0175826',146,11.0
0,b'0175827',71,12.0
0,b'0175829',127,12.0
0,b'0175834',50,10.0
0,b'0175838',34,3.0
0,b'0175840',99,10.0
0,b'0175847',28,4.0
0,b'0175850',257,20.0
0,b'0175852',29,4.0
0,b'0175859',23,12.0
0,b'0175870',47,16.0
0,b'0175871',137,11.0
0,b'0175873',48,4.0
0,b'0175884',13,3.0
0,b'0175903',51,13.0
0,b'0175908',51,4.0
0,b'0175910',144,11.0
0,b'0175921',73,18.0
0,b'0175929',139,11.0
0,b'0175939',146,11.0
0,b'0175951',148,11.0
0,b'0175959',29,10.0
0,b'0175970',24,2.0
0,b'0175978',29,2.0
0,b'0175979',17,4.0
0,b'0175999',34,4.0
0,b'0176020',144,11.0
0,b'0176022',40,4.0
0,b'0176025',24,2.0
0,b'0176031',147,11.0
0,b'0176033',56,14.0
0,b'0176049',116,9.0
0,b'0176051',27,2.0
0,b'0176053',148,11.0
0,b'0176063',256,20.0
0,b'0176076',16,1.0
0,b'0176097',69,12.0
0,b'0176105',143,11.0
0,b'0176108',79,6.0
0,b'0176110',23,4.0
0,b'0176119',144,11.0
0,b'0176124',146,11.0
0,b'0176132',9,1.0
0,b'0176135',145,11.0
0,b'0176136',122,11.0
0,b'0176139',27,2.0
0,b'0176151',17,2.0
0,b'0176157',151,12.0
0,b'0176161',19,2.0
0,b'0176176',145,11.0
0,b'0176190',14,7.0
0,b'0176191',144,11.0
0,b'0176197',19,2.0
0,b'0176201',137,11.0
0,b'0176218',16,1.0
0,b'0176219',62,5.0
0,b'0176248',50,10.0
0,b'0176282',28,2.0
0,b'0176315',39,10.0
0,b'0176326',47,9.0
0,b'0176334',133,10.0
0,b'0176348',9,3.0
0,b'0176362',73,10.0
0,b'0176378',144,11.0
0,b'0176379',23,2.0
0,b'0176391',72,10.0
0,b'0176393',27,9.0
0,b'0176410',143,11.0
0,b'0176413',77,11.0
0,b'0176414',76,11.0
0,b'0176427',9,2.0
0,b'0176428',144,11.0
0,b'0176436',50,4.0
0,b'0176445',144,11.0
0,b'0176446',143,11.0
0,b'0176457',145,11.0
0,b'0176469',143,11.0
0,b'0176495',21,10.0
0,b'0176496',142,11.0
0,b'0176503',57,11.0
0,b'0176511',16,8.0
0,b'0176515',21,2.0
0,b'0176516',139,11.0
0,b'0176525',144,11.0
0,b'0176529',51,4.0
0,b'0176556',145,11.0
0,b'0176561',15,3.0
0,b'0176586',143,11.0
0,b'0176595',48,4.0
0,b'0176608',46,8.0
0,b'0176615',143,11.0
0,b'0176643',141,11.0
0,b'0176645',43,14.0
0,b'0176646',274,23.0
0,b'0176648',146,11.0
0,b'0176659',6,1.0
0,b'0176664',6,6.0
0,b'0176665',144,11.0
0,b'0176689',51,4.0
0,b'0176694',70,12.0
0,b'0176701',156,12.0
0,b'0176713',144,11.0
0,b'0176719',149,11.0
0,b'0176730',145,11.0
0,b'0176741',144,11.0
0,b'0176752',144,11.0
0,b'0176757',31,4.0
0,b'0176761',58,5.0
0,b'0176778',45,4.0
0,b'0176781',131,11.0
0,b'0176796',47,4.0
0,b'0176801',26,9.0
0,b'0176810',13,1.0
0,b'0176816',142,11.0
0,b'0176824',49,10.0
0,b'0176838',142,11.0
0,b'0176842',58,5.0
0,b'0176844',289,22.0
0,b'0176864',96,11.0
0,b'0176872',50,4.0
0,b'0176873',92,12.0
0,b'0176874',50,4.0
0,b'0176891',50,8.0
0,b'0176899',49,10.0
0,b'0176900',155,12.0
0,b'0176917',19,2.0
0,b'0176918',97,9.0
0,b'0176920',43,4.0
0,b'0176922',74,11.0
0,b'0176927',145,11.0
0,b'0176928',48,4.0
0,b'0176936',144,11.0
0,b'0176944',146,11.0
0,b'0176961',1,1.0
0,b'0176963',315,26.0
0,b'0176967',30,2.0
0,b'0176969',64,5.0
0,b'0176979',51,4.0
0,b'0176986',144,11.0
0,b'0176989',143,11.0
0,b'0176990',159,13.0
0,b'0177003',2,2.0
0,b'0177004',12,6.0
0,b'0177005',119,11.0
0,b'0177006',145,11.0
0,b'0177020',51,4.0
0,b'0177021',138,11.0
0,b'0177030',163,13.0
0,b'0177046',143,11.0
0,b'0177073',146,11.0
0,b'0177085',9,3.0
0,b'0177105',68,11.0
0,b'0177109',51,4.0
0,b'0177146',67,11.0
0,b'0177150',144,11.0
0,b'0177151',143,11.0
0,b'0177155',143,11.0
0,b'0177158',79,11.0
0,b'0177197',8,4.0
0,b'0177200',5,1.0
0,b'0177204',140,11.0
0,b'0177217',18,9.0
0,b'0177235',144,11.0
0,b'0177242',95,12.0
0,b'0177247',63,5.0
0,b'0177256',61,10.0
0,b'0177257',19,2.0
0,b'0177259',32,4.0
0,b'0177278',140,11.0
0,b'0177279',4,1.0
0,b'0177287',4,2.0
0,b'0177292',25,8.0
0,b'0177297',142,11.0
0,b'0177298',17,3.0
0,b'0177301',39,3.0
0,b'0177327',22,3.0
0,b'0177329',7,1.0
0,b'0177331',16,1.0
0,b'0177332',12,4.0
0,b'0177335',145,11.0
0,b'0177355',67,10.0
0,b'0177366',147,11.0
0,b'0177371',12,2.0
0,b'0177397',89,11.0
0,b'0177400',284,24.0
0,b'0177404',48,4.0
0,b'0177409',143,11.0
0,b'0177424',140,12.0
0,b'0177434',143,11.0
0,b'0177443',140,11.0
0,b'0177444',31,10.0
0,b'0177448',6,2.0
0,b'0177489',144,11.0
0,b'0177512',18,4.0
0,b'0177526',32,11.0
0,b'0177542',19,3.0
0,b'0177550',44,4.0
0,b'0177556',70,12.0
0,b'0177573',100,11.0
0,b'0177580',41,10.0
0,b'0177592',50,4.0
0,b'0177595',9,2.0
0,b'0177599',46,5.0
0,b'0177601',145,11.0
0,b'0177619',32,11.0
0,b'0177640',73,10.0
0,b'0177643',174,13.0
0,b'0177655',144,11.0
0,b'0177667',146,11.0
0,b'0177670',144,12.0
0,b'0177672',104,9.0
0,b'0177677',48,4.0
0,b'0177679',11,1.0
0,b'0177694',17,4.0
0,b'0177698',142,12.0
0,b'0177713',24,2.0
0,b'0177714',143,11.0
0,b'0177721',16,8.0
0,b'0177725',5,1.0
0,b'0177735',136,10.0
0,b'0177742',143,11.0
0,b'0177745',30,2.0
0,b'0177753',141,11.0
0,b'0177763',145,11.0
0,b'0177768',27,4.0
0,b'0177784',25,4.0
0,b'0177785',121,12.0
0,b'0177795',133,11.0
0,b'0177801',60,10.0
0,b'0177802',145,11.0
0,b'0177806',74,6.0
0,b'0177821',142,11.0
0,b'0177826',144,11.0
0,b'0177832',144,11.0
0,b'0177842',37,9.0
0,b'0177856',37,9.0
0,b'0177859',144,11.0
0,b'0177872',145,12.0
0,b'0177877',120,11.0
0,b'0177887',144,11.0
0,b'0177889',16,1.0
0,b'0177891',15,1.0
0,b'0177902',144,11.0
0,b'0177904',144,11.0
0,b'0177914',6,6.0
0,b'0177920',122,11.0
0,b'0177924',55,8.0
0,b'0177951',14,5.0
0,b'0177960',83,6.0
0,b'0177963',51,4.0
0,b'0177966',4,1.0
0,b'0177967',147,11.0
0,b'0177977',14,7.0
0,b'0177978',144,11.0
0,b'0177980',48,4.0
0,b'0177991',8,4.0
0,b'0178005',15,4.0
0,b'0178017',16,8.0
0,b'0178020',18,2.0
0,b'0178022',257,21.0
0,b'0178039',143,11.0
0,b'0178045',20,2.0
0,b'0178055',82,12.0
0,b'0178058',30,10.0
0,b'0178067',163,15.0
0,b'0178093',143,11.0
0,b'0178098',12,6.0
0,b'0178100',23,2.0
0,b'0178116',142,11.0
0,b'0178130',120,10.0
0,b'0178136',143,11.0
0,b'0178139',15,1.0
0,b'0178140',131,11.0
0,b'0178158',120,11.0
0,b'0178173',142,11.0
0,b'0178175',226,17.0
0,b'0178189',11,6.0
0,b'0178192',36,3.0
0,b'0178194',44,7.0
0,b'0178213',64,9.0
0,b'0178228',142,11.0
0,b'0178237',142,11.0
0,b'0178239',141,11.0
0,b'0178240',108,11.0
0,b'0178249',143,11.0
0,b'0178251',166,13.0
0,b'0178256',143,11.0
0,b'0178263',54,4.0
0,b'0178266',130,12.0
0,b'0178299',143,11.0
0,b'0178304',49,4.0
0,b'0178321',39,10.0
0,b'0178336',146,11.0
0,b'0178338',142,11.0
0,b'0178348',141,11.0
0,b'0178349',16,2.0
0,b'0178362',21,3.0
0,b'0178366',41,10.0
0,b'0178371',144,11.0
0,b'0178409',36,3.0
0,b'0178410',129,12.0
0,b'0178419',86,11.0
0,b'0178435',138,11.0
0,b'0178439',142,11.0
0,b'0178440',145,11.0
0,b'0178441',61,10.0
0,b'0178461',131,12.0
0,b'0178469',12,4.0
0,b'0178470',50,6.0
0,b'0178542',119,17.0
0,b'0178560',100,11.0
0,b'0178618',25,2.0
0,b'0178622',3,1.0
0,b'0178662',62,5.0
0,b'0178663',56,8.0
0,b'0178665',13,2.0
0,b'0178682',50,4.0
0,b'0178685',142,12.0
0,b'0178688',145,11.0
0,b'0178698',8,8.0
0,b'0178706',75,6.0
0,b'0178711',143,11.0
0,b'0178720',142,11.0
0,b'0178736',144,12.0
0,b'0178738',142,11.0
0,b'0178744',41,3.0
0,b'0178748',144,11.0
0,b'0178751',42,10.0
0,b'0178795',142,11.0
0,b'0178796',249,19.0
0,b'0178799',113,9.0
0,b'0178800',9,4.0
0,b'0178801',146,11.0
0,b'0178805',84,8.0
0,b'0178808',57,11.0
0,b'0178811',52,4.0
0,b'0178813',48,4.0
0,b'0178816',31,10.0
0,b'0178824',26,4.0
0,b'0178831',74,6.0
0,b'0178841',118,12.0
0,b'0178843',51,4.0
0,b'0178844',19,2.0
0,b'0178850',50,4.0
0,b'0178863',141,11.0
0,b'0178869',147,11.0
0,b'0178870',142,11.0
0,b'0178876',30,2.0
0,b'0178886',140,11.0
0,b'0178901',5,1.0
0,b'0178910',140,11.0
0,b'0178923',60,5.0
0,b'0178938',139,11.0
0,b'0178948',52,4.0
0,b'0178963',141,12.0
0,b'0178965',95,11.0
0,b'0178968',95,11.0
0,b'0178969',78,6.0
0,b'0178980',142,11.0
0,b'0178983',37,9.0
0,b'0178992',4,1.0
0,b'0179011',144,11.0
0,b'0179017',8,4.0
0,b'0179035',148,11.0
0,b'0179040',90,11.0
0,b'0179041',36,9.0
0,b'0179043',143,11.0
0,b'0179056',58,5.0
0,b'0179064',142,11.0
0,b'0179065',45,11.0
0,b'0179067',50,4.0
0,b'0179098',9,2.0
0,b'0179109',27,2.0
0,b'0179116',140,11.0
0,b'0179118',12,1.0
0,b'0179134',129,10.0
0,b'0179144',17,8.0
0,b'0179153',4,2.0
0,b'0179156',149,12.0
0,b'0179164',143,11.0
0,b'0179172',39,13.0
0,b'0179176',11,6.0
0,b'0179182',25,2.0
0,b'0179183',18,3.0
0,b'0179208',9,4.0
0,b'0179212',73,10.0
0,b'0179216',141,11.0
0,b'0179218',143,11.0
0,b'0179222',66,13.0
0,b'0179245',1,1.0
0,b'0179253',119,11.0
0,b'0179257',50,4.0
0,b'0179267',23,4.0
0,b'0179269',142,11.0
0,b'0179270',20,3.0
0,b'0179275',50,4.0
0,b'0179296',142,11.0
0,b'0179299',139,11.0
0,b'0179306',141,11.0
0,b'0179307',141,11.0
0,b'0179311',30,2.0
0,b'0179327',141,11.0
0,b'0179329',48,4.0
0,b'0179340',10,1.0
0,b'0179345',46,4.0
0,b'0179349',9,3.0
0,b'0179353',12,1.0
0,b'0179356',5,2.0
0,b'0179382',139,14.0
0,b'0179384',141,11.0
0,b'0179393',52,4.0
0,b'0179399',143,11.0
0,b'0179405',71,18.0
0,b'0179417',141,11.0
0,b'0179428',30,2.0
0,b'0179436',142,11.0
0,b'0179448',141,11.0
0,b'0179458',141,11.0
